13.200000000000001,13.250000000000005,0.05000000000000426,Prueba
13.4,13.304,0.09600000000000009,Prueba
12.8,12.665999999999997,0.1340000000000039,Prueba
13.4,13.471999999999994,0.07199999999999385,Prueba
14.4,14.191166666666675,0.20883333333332565,Prueba
13.600000000000001,13.683000000000003,0.08300000000000196,Prueba
14.200000000000001,14.721999999999985,0.5219999999999843,Prueba
13.200000000000001,13.123333333333326,0.0766666666666751,Prueba
13.200000000000001,13.090000000000007,0.1099999999999941,Prueba
12.8,13.187500000000016,0.3875000000000153,Prueba
14.8,14.581999999999999,0.21800000000000175,Prueba
13.4,13.009999999999996,0.3900000000000041,Prueba
12.4,13.303200000000002,0.9032000000000018,Prueba
14.4,13.658000000000008,0.741999999999992,Prueba
14.0,13.432,0.5679999999999996,Prueba
13.600000000000001,13.586666666666666,0.013333333333335418,Prueba
14.0,14.386000000000015,0.3860000000000152,Prueba
13.8,13.366000000000001,0.4339999999999993,Prueba
12.4,12.324000000000005,0.07599999999999518,Prueba
14.0,14.268000000000002,0.26800000000000246,Prueba
14.4,13.824666666666653,0.5753333333333472,Prueba
13.8,13.954533333333336,0.15453333333333497,Prueba
14.0,13.644666666666652,0.3553333333333484,Prueba
13.4,13.049999999999994,0.35000000000000675,Prueba
13.600000000000001,13.671499999999996,0.07149999999999501,Prueba
13.4,13.73,0.33000000000000007,Prueba
13.8,13.540000000000004,0.25999999999999623,Prueba
14.0,13.634,0.36599999999999966,Prueba
14.4,14.211999999999996,0.18800000000000416,Prueba
14.0,13.795999999999998,0.2040000000000024,Prueba
13.8,13.517999999999995,0.28200000000000536,Prueba
14.0,14.027999999999997,0.027999999999996916,Prueba
13.4,14.027999999999997,0.6279999999999966,Prueba
13.4,13.220999999999998,0.17900000000000205,Prueba
13.600000000000001,13.417,0.1830000000000016,Prueba
13.600000000000001,13.41247619047619,0.1875238095238121,Prueba
12.8,12.527999999999993,0.27200000000000735,Prueba
13.8,13.923457142857142,0.12345714285714138,Prueba
12.8,12.738000000000005,0.061999999999995836,Prueba
